"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"< 1 year"	"1"	1121	187778	597.0
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"1-4 years"	"1-4"	212	759999	27.9
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"5-9 years"	"5-9"	137	967589	14.2
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"10-14 years"	"10-14"	140	970036	14.4
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"15-19 years"	"15-19"	352	980795	35.9
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"20-24 years"	"20-24"	626	1050973	59.6
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"25-34 years"	"25-34"	2159	1969483	109.6
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"35-44 years"	"35-44"	4019	1970374	204.0
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"45-54 years"	"45-54"	9990	2198948	454.3
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"55-64 years"	"55-64"	18164	2059946	881.8
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"65-74 years"	"65-74"	26851	1372512	1956.3
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"75-84 years"	"75-84"	37980	774851	4901.6
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Female"	"F"	"85+ years"	"85+"	51284	353729	14498.1
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"< 1 year"	"1"	1504	198558	757.5
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"1-4 years"	"1-4"	267	798338	33.4
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"5-9 years"	"5-9"	148	1010777	14.6
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"10-14 years"	"10-14"	219	1019102	21.5
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"15-19 years"	"15-19"	790	1037247	76.2
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"20-24 years"	"20-24"	1579	1102932	143.2
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"25-34 years"	"25-34"	4290	2007353	213.7
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"35-44 years"	"35-44"	6577	1980074	332.2
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"45-54 years"	"45-54"	15234	2138772	712.3
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"55-64 years"	"55-64"	27428	1925077	1424.8
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"65-74 years"	"65-74"	34820	1207580	2883.5
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"75-84 years"	"75-84"	37657	559909	6725.6
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"Male"	"M"	"85+ years"	"85+"	27702	165907	16697.3
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"< 1 year"	"1"	1117	132727	841.6
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"1-4 years"	"1-4"	211	549736	38.4
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"5-9 years"	"5-9"	122	709806	17.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"10-14 years"	"10-14"	114	705662	16.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"15-19 years"	"15-19"	335	729164	45.9
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"20-24 years"	"20-24"	493	763904	64.5
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"25-34 years"	"25-34"	1516	1386783	109.3
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"35-44 years"	"35-44"	2958	1328348	222.7
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"45-54 years"	"45-54"	7250	1435377	505.1
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"55-64 years"	"55-64"	12876	1344963	957.3
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"65-74 years"	"65-74"	17795	902309	1972.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"75-84 years"	"75-84"	25469	526555	4836.9
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"85+ years"	"85+"	33719	231900	14540.3
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Female"	"F"	"Not Stated"	"NS"	18	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"< 1 year"	"1"	1358	137019	991.1
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"1-4 years"	"1-4"	270	568326	47.5
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"5-9 years"	"5-9"	137	740335	18.5
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"10-14 years"	"10-14"	214	738579	29.0
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"15-19 years"	"15-19"	702	757507	92.7
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"20-24 years"	"20-24"	1339	774091	173.0
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"25-34 years"	"25-34"	3082	1351195	228.1
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"35-44 years"	"35-44"	4500	1260135	357.1
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"45-54 years"	"45-54"	10620	1345304	789.4
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"55-64 years"	"55-64"	19986	1225131	1631.3
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"65-74 years"	"65-74"	23688	777588	3046.3
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"75-84 years"	"75-84"	25332	364239	6954.8
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"85+ years"	"85+"	17317	104719	16536.6
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"Male"	"M"	"Not Stated"	"NS"	33	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"< 1 year"	"1"	1787	273800	652.7
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"1-4 years"	"1-4"	306	1110790	27.5
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"5-9 years"	"5-9"	186	1425756	13.0
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"10-14 years"	"10-14"	199	1441613	13.8
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"15-19 years"	"15-19"	464	1447057	32.1
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"20-24 years"	"20-24"	872	1577724	55.3
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"25-34 years"	"25-34"	2845	3010507	94.5
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"35-44 years"	"35-44"	5758	2980857	193.2
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"45-54 years"	"45-54"	14427	3251862	443.7
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"55-64 years"	"55-64"	26091	3042740	857.5
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"65-74 years"	"65-74"	37832	2076570	1821.9
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"75-84 years"	"75-84"	54227	1151890	4707.7
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Female"	"F"	"85+ years"	"85+"	74769	517620	14444.8
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"< 1 year"	"1"	2291	286356	800.1
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"1-4 years"	"1-4"	382	1158363	33.0
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"5-9 years"	"5-9"	217	1480404	14.7
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"10-14 years"	"10-14"	300	1504264	19.9
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"15-19 years"	"15-19"	1298	1516429	85.6
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"20-24 years"	"20-24"	2363	1591579	148.5
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"25-34 years"	"25-34"	5781	2956117	195.6
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"35-44 years"	"35-44"	8850	2909202	304.2
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"45-54 years"	"45-54"	21576	3094969	697.1
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"55-64 years"	"55-64"	39751	2773363	1433.3
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"65-74 years"	"65-74"	49868	1832167	2721.8
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"75-84 years"	"75-84"	52867	831194	6360.4
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"Male"	"M"	"85+ years"	"85+"	39255	240586	16316.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"< 1 year"	"1"	890	129802	685.7
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"1-4 years"	"1-4"	165	530270	31.1
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"5-9 years"	"5-9"	102	678337	15.0
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"10-14 years"	"10-14"	104	677603	15.3
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"15-19 years"	"15-19"	252	680244	37.0
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"20-24 years"	"20-24"	414	715619	57.9
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"25-34 years"	"25-34"	1350	1340940	100.7
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"35-44 years"	"35-44"	2661	1284096	207.2
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"45-54 years"	"45-54"	6372	1390960	458.1
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"55-64 years"	"55-64"	11693	1331058	878.5
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"65-74 years"	"65-74"	17808	965924	1843.6
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"75-84 years"	"75-84"	25956	554651	4679.7
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Female"	"F"	"85+ years"	"85+"	36083	252192	14307.7
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"< 1 year"	"1"	1127	136523	825.5
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"1-4 years"	"1-4"	219	555484	39.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"5-9 years"	"5-9"	139	709157	19.6
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"10-14 years"	"10-14"	186	709523	26.2
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"15-19 years"	"15-19"	648	711574	91.1
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"20-24 years"	"20-24"	1195	736898	162.2
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"25-34 years"	"25-34"	2825	1348142	209.5
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"35-44 years"	"35-44"	3965	1270092	312.2
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"45-54 years"	"45-54"	9456	1353864	698.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"55-64 years"	"55-64"	18398	1233330	1491.7
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"65-74 years"	"65-74"	24182	853269	2834.0
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"75-84 years"	"75-84"	26693	420271	6351.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"Male"	"M"	"85+ years"	"85+"	20076	127949	15690.6
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"< 1 year"	"1"	1563	213426	732.3
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"1-4 years"	"1-4"	299	854485	35.0
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"5-9 years"	"5-9"	153	1066327	14.3
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"10-14 years"	"10-14"	177	1054453	16.8
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"15-19 years"	"15-19"	433	1056695	41.0
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"20-24 years"	"20-24"	691	1197095	57.7
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"25-34 years"	"25-34"	2367	2308271	102.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"35-44 years"	"35-44"	3995	1998611	199.9
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"45-54 years"	"45-54"	9643	2234216	431.6
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"55-64 years"	"55-64"	18027	2089660	862.7
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"65-74 years"	"65-74"	24688	1339302	1843.3
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"75-84 years"	"75-84"	35683	763577	4673.1
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Female"	"F"	"85+ years"	"85+"	47346	336949	14051.4
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"< 1 year"	"1"	1963	222326	882.9
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"1-4 years"	"1-4"	431	887822	48.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"5-9 years"	"5-9"	211	1109395	19.0
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"10-14 years"	"10-14"	270	1100148	24.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"15-19 years"	"15-19"	1115	1096979	101.6
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"20-24 years"	"20-24"	2241	1209892	185.2
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"25-34 years"	"25-34"	5099	2313046	220.4
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"35-44 years"	"35-44"	6304	1959967	321.6
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"45-54 years"	"45-54"	15087	2129387	708.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"55-64 years"	"55-64"	28268	1937120	1459.3
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"65-74 years"	"65-74"	32032	1150204	2784.9
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"75-84 years"	"75-84"	34553	540600	6391.6
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"Male"	"M"	"85+ years"	"85+"	26394	167160	15789.7
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"< 1 year"	"1"	1202	179980	667.9
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"1-4 years"	"1-4"	251	730657	34.4
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"5-9 years"	"5-9"	123	912004	13.5
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"10-14 years"	"10-14"	121	890206	13.6
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"15-19 years"	"15-19"	354	878872	40.3
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"20-24 years"	"20-24"	567	959110	59.1
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"25-34 years"	"25-34"	1819	1816363	100.1
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"35-44 years"	"35-44"	3322	1628501	204.0
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"45-54 years"	"45-54"	8338	1760806	473.5
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"55-64 years"	"55-64"	15698	1686981	930.5
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"65-74 years"	"65-74"	22551	1158554	1946.5
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"75-84 years"	"75-84"	32601	677746	4810.2
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Female"	"F"	"85+ years"	"85+"	43281	304874	14196.4
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"< 1 year"	"1"	1553	188426	824.2
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"1-4 years"	"1-4"	334	762050	43.8
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"5-9 years"	"5-9"	208	953311	21.8
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"10-14 years"	"10-14"	227	934939	24.3
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"15-19 years"	"15-19"	896	935167	95.8
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"20-24 years"	"20-24"	1558	1016487	153.3
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"25-34 years"	"25-34"	3696	1877134	196.9
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"35-44 years"	"35-44"	5180	1653349	313.3
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"45-54 years"	"45-54"	12204	1733977	703.8
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"55-64 years"	"55-64"	23290	1582794	1471.4
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"65-74 years"	"65-74"	28457	1019909	2790.2
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"75-84 years"	"75-84"	32533	512463	6348.4
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"Male"	"M"	"85+ years"	"85+"	25754	160908	16005.4
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"< 1 year"	"1"	7089	1337479	530.0
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"1-4 years"	"1-4"	1307	5385968	24.3
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"5-9 years"	"5-9"	709	6821868	10.4
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"10-14 years"	"10-14"	836	6732072	12.4
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"15-19 years"	"15-19"	1929	6491751	29.7
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"20-24 years"	"20-24"	3088	6603897	46.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"25-34 years"	"25-34"	8649	13297341	65.0
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"35-44 years"	"35-44"	15921	12596820	126.4
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"45-54 years"	"45-54"	38376	12223519	314.0
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"55-64 years"	"55-64"	71174	10383034	685.5
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"65-74 years"	"65-74"	98514	6463201	1524.2
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"75-84 years"	"75-84"	148382	3545381	4185.2
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"85+ years"	"85+"	211299	1604302	13170.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Female"	"F"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"< 1 year"	"1"	8847	1397316	633.1
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"1-4 years"	"1-4"	1718	5615117	30.6
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"5-9 years"	"5-9"	1016	7094569	14.3
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"10-14 years"	"10-14"	1180	7003565	16.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"15-19 years"	"15-19"	4592	6862439	66.9
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"20-24 years"	"20-24"	8838	7005370	126.2
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"25-34 years"	"25-34"	18988	13637703	139.2
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"35-44 years"	"35-44"	25766	12512644	205.9
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"45-54 years"	"45-54"	60179	12038079	499.9
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"55-64 years"	"55-64"	111307	9739313	1142.9
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"65-74 years"	"65-74"	131389	5690110	2309.1
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"75-84 years"	"75-84"	149705	2654782	5639.1
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"85+ years"	"85+"	123225	836476	14731.4
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"Male"	"M"	"Not Stated"	"NS"	36	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"< 1 year"	"1"	1565	295610	529.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"1-4 years"	"1-4"	330	1209513	27.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"5-9 years"	"5-9"	159	1562737	10.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"10-14 years"	"10-14"	202	1558753	13.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"15-19 years"	"15-19"	443	1553940	28.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"20-24 years"	"20-24"	799	1602539	49.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"25-34 years"	"25-34"	2329	3017431	77.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"35-44 years"	"35-44"	4009	2882799	139.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"45-54 years"	"45-54"	9170	2972976	308.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"55-64 years"	"55-64"	17960	2864305	627.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"65-74 years"	"65-74"	27652	2177157	1270.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"75-84 years"	"75-84"	41071	1175376	3494.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"85+ years"	"85+"	62435	518221	12047.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	19	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"< 1 year"	"1"	1878	309481	606.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"1-4 years"	"1-4"	473	1260578	37.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"5-9 years"	"5-9"	213	1625985	13.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"10-14 years"	"10-14"	271	1617447	16.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"15-19 years"	"15-19"	1137	1643197	69.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"20-24 years"	"20-24"	2384	1730202	137.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	5420	3202329	169.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	6856	2935541	233.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	15241	2912956	523.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	28278	2590249	1091.7
